date,f1,f2,f3,f4,f5,f6,fips
2020-06-20,-33,5,104.0,-40.0,-16,5,36
2020-06-21,-34,-2,112.0,-41.0,-15,3,36
2020-06-22,-31,-8,48.0,-50.0,-45,14,36
2020-06-23,-28,0,58.0,-47.0,-44,14,36
2020-06-24,-27,-1,60.0,-47.0,-42,14,36
2020-06-25,-27,1,63.0,-47.0,-42,13,36
2020-06-26,-31,-1,64.0,-45.0,-42,13,36
2020-06-27,-34,-4,48.0,-40.0,-19,6,36
2020-06-28,-30,-6,100.0,-39.0,-14,4,36
2020-06-29,-25,-4,55.0,-48.0,-42,13,36
2020-06-30,-23,0,47.0,-47.0,-42,13,36
2020-07-01,-22,3,49.0,-46.0,-42,13,36
2020-07-02,-17,10,86.0,-43.0,-43,11,36
2020-07-03,-25,10,52.0,-50.0,-58,17,36
2020-07-04,-44,-6,129.0,-43.0,-31,4,36
2020-07-05,-31,-12,115.0,-39.0,-20,2,36
2020-07-06,-26,-6,42.0,-49.0,-46,13,36
2020-07-07,-24,2,56.0,-46.0,-44,13,36
2020-07-08,-25,0,46.0,-47.0,-43,13,36
2020-07-09,-23,3,77.0,-45.0,-42,12,36
2020-07-10,-37,-13,-8.0,-53.0,-44,17,36
2020-07-11,-29,-1,48.0,-39.0,-16,6,36
2020-07-12,-23,-3,141.0,-35.0,-16,2,36
2020-07-13,-23,-2,58.0,-47.0,-43,12,36
2020-07-14,-21,1,78.0,-45.0,-42,12,36
2020-07-15,-20,0,79.0,-45.0,-41,12,36
2020-07-16,-22,0,63.0,-46.0,-42,12,36
2020-07-17,-26,-4,40.0,-46.0,-42,13,36
2020-07-18,-26,-3,124.0,-35.0,-16,3,36
2020-07-19,-25,-9,115.0,-39.0,-18,3,36
2020-07-20,-23,-7,57.0,-48.0,-43,12,36
2020-03-23,-50,-25,-53.0,-58.0,-50,21,42
2020-03-24,-45,-19,10.0,-51.0,-51,21,42
2020-03-25,-49,-23,-29.0,-55.0,-52,22,42
2020-03-26,-44,-18,52.0,-50.0,-51,21,42
2020-03-27,-46,-20,27.0,-52.0,-50,23,42
2020-03-28,-58,-33,-53.0,-55.0,-39,17,42
2020-03-29,-50,-27,7.0,-52.0,-38,12,42
2020-03-30,-45,-23,-15.0,-55.0,-51,21,42
2020-03-31,-45,-22,-26.0,-54.0,-53,22,42
2020-04-01,-43,-16,-1.0,-50.0,-53,21,42
2020-04-02,-45,-18,7.0,-53.0,-53,22,42
2020-04-03,-46,-18,-11.0,-54.0,-52,24,42
2020-04-04,-53,-22,14.0,-49.0,-38,15,42
2020-04-05,-50,-24,52.0,-51.0,-39,12,42
2020-04-06,-43,-19,33.0,-53.0,-53,21,42
2020-04-07,-44,-20,18.0,-53.0,-54,21,42
2020-04-08,-44,-18,28.0,-53.0,-54,21,42
2020-04-09,-46,-19,-22.0,-57.0,-55,23,42
2020-04-10,-49,-20,-34.0,-60.0,-61,27,42
2020-04-11,-47,-12,19.0,-50.0,-40,15,42
2020-04-12,-70,-47,31.0,-55.0,-46,12,42
2020-04-13,-53,-30,-40.0,-62.0,-55,23,42
2020-04-14,-43,-18,1.0,-52.0,-52,21,42
2020-04-15,-38,-13,2.0,-51.0,-52,21,42
2020-04-16,-42,-16,-13.0,-54.0,-52,22,42
2020-04-17,-47,-22,-25.0,-56.0,-51,24,42
2020-04-18,-49,-19,-13.0,-49.0,-36,15,42
2020-04-19,-45,-20,71.0,-49.0,-36,11,42
2020-04-20,-41,-21,20.0,-54.0,-51,20,42
2020-04-21,-44,-22,-23.0,-55.0,-52,22,42
2020-04-22,-41,-16,3.0,-52.0,-51,21,42
2020-04-23,-43,-18,-5.0,-54.0,-52,22,42
2020-04-24,-47,-23,-23.0,-57.0,-51,24,42
2020-04-25,-43,-15,85.0,-41.0,-34,12,42
2020-04-26,-51,-26,-49.0,-56.0,-38,13,42
2020-04-27,-38,-17,-1.0,-53.0,-49,20,42
2020-04-28,-35,-13,43.0,-48.0,-50,14,42
2020-04-29,-35,-12,20.0,-49.0,-50,19,42
2020-04-30,-42,-19,-29.0,-52.0,-51,22,42
2020-05-01,-37,-11,15.0,-47.0,-48,21,42
2020-05-02,-37,-8,117.0,-35.0,-31,10,42
2020-05-03,-34,-10,110.0,-41.0,-30,8,42
2020-05-04,-31,-11,29.0,-48.0,-47,17,42
2020-05-05,-30,-7,20.0,-47.0,-47,18,42
2020-05-06,-37,-11,-22.0,-50.0,-48,20,42
2020-05-07,-32,-6,57.0,-44.0,-47,18,42
2020-05-08,-40,-12,-23.0,-49.0,-46,21,42
2020-05-09,-37,0,-8.0,-40.0,-29,12,42
2020-05-10,-30,-5,80.0,-38.0,-27,7,42
2020-05-11,-38,-17,-15.0,-49.0,-45,18,42
2020-05-12,-31,-8,26.0,-44.0,-45,17,42
2020-05-13,-29,-6,67.0,-41.0,-45,16,42
2020-05-14,-31,-7,44.0,-43.0,-45,17,42
2020-05-15,-33,-9,61.0,-46.0,-44,18,42
2020-05-16,-34,-6,128.0,-36.0,-25,8,42
2020-05-17,-31,-11,80.0,-42.0,-26,7,42
2020-05-18,-26,-9,40.0,-48.0,-42,16,42
2020-05-19,-24,-5,45.0,-46.0,-43,16,42
2020-05-20,-25,-3,47.0,-45.0,-43,16,42
2020-05-21,-24,-1,88.0,-42.0,-44,16,42
2020-05-22,-32,-7,24.0,-47.0,-44,18,42
2020-05-23,-34,-3,91.0,-39.0,-24,8,42
2020-05-24,-27,-2,176.0,-41.0,-26,4,42
2020-05-25,-34,-13,138.0,-57.0,-74,20,42
2020-05-26,-24,-6,75.0,-44.0,-42,14,42
2020-05-27,-23,-4,69.0,-42.0,-41,14,42
2020-05-28,-26,-5,29.0,-44.0,-41,16,42
2020-05-29,-30,-8,36.0,-44.0,-39,17,42
2020-05-30,-29,-2,130.0,-30.0,-14,6,42
2020-05-31,-24,-6,142.0,-34.0,-16,5,42
2020-06-01,-21,-6,59.0,-43.0,-39,13,42
2020-06-02,-18,-1,72.0,-40.0,-40,13,42
2020-06-03,-23,-4,38.0,-43.0,-40,14,42
2020-06-04,-22,-1,53.0,-40.0,-40,14,42
2020-06-05,-24,-5,52.0,-39.0,-38,14,42
2020-06-06,-25,-2,139.0,-24.0,-13,4,42
2020-06-07,-17,-2,180.0,-26.0,-14,2,42
2020-06-08,-14,-2,87.0,-35.0,-37,11,42
2020-06-09,-14,0,88.0,-34.0,-37,11,42
2020-06-10,-16,0,59.0,-34.0,-38,12,42
2020-06-11,-16,-1,71.0,-35.0,-38,13,42
2020-06-12,-19,-1,111.0,-31.0,-37,11,42
2020-06-13,-20,0,169.0,-18.0,-11,3,42
2020-06-14,-14,-2,175.0,-22.0,-12,2,42
2020-06-15,-12,-3,88.0,-33.0,-37,11,42
2020-06-16,-10,1,110.0,-31.0,-36,11,42
2020-06-17,-12,1,97.0,-31.0,-37,11,42
2020-06-18,-13,0,82.0,-32.0,-38,11,42
2020-06-19,-18,-2,85.0,-31.0,-38,10,42
2020-06-20,-19,3,134.0,-20.0,-11,3,42
2020-06-21,-14,1,158.0,-22.0,-10,0,42
2020-06-22,-14,-6,66.0,-33.0,-39,11,42
2020-06-23,-11,-1,73.0,-32.0,-38,11,42
2020-06-24,-10,1,104.0,-28.0,-36,10,42
2020-06-25,-11,1,103.0,-28.0,-37,10,42
2020-06-26,-15,-2,117.0,-26.0,-36,10,42
2020-06-27,-18,-2,107.0,-15.0,-13,3,42
2020-06-28,-10,-1,169.0,-15.0,-9,1,42
2020-06-29,-7,0,101.0,-30.0,-36,9,42
2020-06-30,-3,3,101.0,-30.0,-36,9,42
2020-07-01,-2,7,103.0,-26.0,-37,9,42
2020-07-02,1,13,135.0,-23.0,-39,9,42
2020-07-03,-8,12,152.0,-32.0,-58,14,42
2020-07-04,-39,-8,177.0,-31.0,-29,3,42
2020-07-05,-17,-7,161.0,-21.0,-17,1,42
2020-07-06,-11,-5,68.0,-33.0,-41,11,42
2020-07-07,-6,1,86.0,-29.0,-38,10,42
2020-07-08,-8,1,76.0,-29.0,-38,10,42
2020-07-09,-8,3,105.0,-28.0,-38,10,42
2020-07-10,-22,-10,43.0,-36.0,-38,13,42
2020-07-11,-17,0,121.0,-16.0,-12,3,42
2020-07-12,-11,-2,166.0,-18.0,-13,1,42
2020-07-13,-8,-1,99.0,-31.0,-37,9,42
2020-07-14,-5,2,119.0,-29.0,-37,9,42
2020-07-15,-6,3,108.0,-30.0,-36,9,42
2020-07-16,-9,2,97.0,-29.0,-37,10,42
2020-07-17,-16,-1,105.0,-30.0,-37,10,42
2020-07-18,-19,0,166.0,-18.0,-13,2,42
2020-07-19,-13,-2,151.0,-22.0,-15,1,42
2020-07-20,-10,-2,80.0,-34.0,-38,10,42
2020-03-23,-31,-4,-14.0,-34.0,-36,15,48
2020-03-24,-30,-1,-3.0,-32.0,-40,17,48
2020-03-25,-39,-13,-6.0,-37.0,-44,20,48
2020-03-26,-38,-14,-2.0,-39.0,-45,20,48
2020-03-27,-41,-15,-19.0,-42.0,-45,21,48
2020-03-28,-47,-19,-35.0,-43.0,-32,15,48
2020-03-29,-45,-23,-27.0,-47.0,-36,13,48
2020-03-30,-41,-21,-39.0,-45.0,-46,20,48
2020-03-31,-35,-13,-13.0,-39.0,-47,20,48
2020-04-01,-33,-8,-6.0,-38.0,-47,20,48
2020-04-02,-39,-14,-22.0,-43.0,-48,21,48
2020-04-03,-41,-13,-44.0,-47.0,-48,23,48
2020-04-04,-52,-23,-69.0,-52.0,-37,18,48
2020-04-05,-48,-23,-47.0,-53.0,-39,14,48
2020-04-06,-41,-19,-33.0,-46.0,-47,20,48
2020-04-07,-38,-16,-17.0,-42.0,-49,21,48
2020-04-08,-38,-15,-14.0,-42.0,-48,21,48
2020-04-09,-39,-15,-21.0,-44.0,-50,21,48
2020-04-10,-39,-13,-29.0,-48.0,-56,24,48
2020-04-11,-45,-14,-54.0,-49.0,-38,16,48
2020-04-12,-57,-38,-53.0,-53.0,-43,13,48
2020-04-13,-38,-18,-29.0,-45.0,-47,20,48
2020-04-14,-36,-17,-26.0,-42.0,-47,21,48
2020-04-15,-29,-9,-13.0,-39.0,-46,20,48
2020-04-16,-32,-12,-4.0,-41.0,-47,20,48
2020-04-17,-37,-16,-33.0,-43.0,-46,22,48
2020-04-18,-41,-17,-43.0,-42.0,-31,14,48
2020-04-19,-42,-22,-44.0,-49.0,-36,13,48
2020-04-20,-33,-16,-15.0,-42.0,-45,18,48
2020-04-21,-32,-14,-9.0,-40.0,-47,19,48
2020-04-22,-34,-13,-20.0,-41.0,-46,20,48
2020-04-23,-31,-11,6.0,-39.0,-46,19,48
2020-04-24,-33,-11,-10.0,-40.0,-45,20,48
2020-04-25,-37,-11,-14.0,-37.0,-30,12,48
2020-04-26,-35,-15,-15.0,-43.0,-34,10,48
2020-04-27,-29,-13,-11.0,-40.0,-44,18,48
2020-04-28,-30,-12,-14.0,-38.0,-46,13,48
2020-04-29,-27,-7,-3.0,-37.0,-45,19,48
2020-04-30,-25,-6,13.0,-35.0,-45,18,48
2020-05-01,-26,-4,-1.0,-35.0,-43,17,48
2020-05-02,-30,-5,-3.0,-32.0,-26,10,48
2020-05-03,-28,-10,-9.0,-38.0,-28,9,48
2020-05-04,-23,-8,-5.0,-36.0,-41,16,48
2020-05-05,-21,-4,-2.0,-34.0,-42,17,48
2020-05-06,-20,-2,15.0,-33.0,-41,16,48
2020-05-07,-22,-3,16.0,-34.0,-42,16,48
2020-05-08,-23,-2,-6.0,-33.0,-40,17,48
2020-05-09,-23,7,-1.0,-28.0,-22,8,48
2020-05-10,-22,4,-3.0,-32.0,-22,5,48
2020-05-11,-21,-9,2.0,-34.0,-40,15,48
2020-05-12,-22,-7,-11.0,-34.0,-41,17,48
2020-05-13,-18,-2,10.0,-32.0,-39,16,48
2020-05-14,-20,-4,15.0,-34.0,-40,16,48
2020-05-15,-24,-6,-10.0,-35.0,-39,16,48
2020-05-16,-29,-8,-30.0,-35.0,-24,11,48
2020-05-17,-22,-6,-1.0,-34.0,-21,7,48
2020-05-18,-17,-6,3.0,-34.0,-37,14,48
2020-05-19,-15,-4,7.0,-32.0,-38,14,48
2020-05-20,-14,-1,15.0,-30.0,-38,14,48
2020-05-21,-14,-1,20.0,-29.0,-39,14,48
2020-05-22,-17,0,10.0,-28.0,-38,13,48
2020-05-23,-22,-1,10.0,-25.0,-18,6,48
2020-05-24,-22,-8,-6.0,-35.0,-21,6,48
2020-05-25,-22,-9,-5.0,-42.0,-69,22,48
2020-05-26,-15,-3,4.0,-31.0,-37,14,48
2020-05-27,-14,-3,9.0,-30.0,-36,14,48
2020-05-28,-13,-2,18.0,-30.0,-37,14,48
2020-05-29,-15,-1,13.0,-28.0,-35,13,48
2020-05-30,-19,-2,15.0,-22.0,-10,5,48
2020-05-31,-18,-7,-5.0,-29.0,-13,6,48
2020-06-01,-12,-3,1.0,-30.0,-35,12,48
2020-06-02,-11,-2,14.0,-28.0,-36,13,48
2020-06-03,-9,3,15.0,-28.0,-35,12,48
2020-06-04,-11,0,26.0,-27.0,-36,12,48
2020-06-05,-14,0,12.0,-27.0,-35,12,48
2020-06-06,-18,-1,15.0,-23.0,-13,5,48
2020-06-07,-15,-4,4.0,-28.0,-15,5,48
2020-06-08,-13,-5,4.0,-29.0,-35,12,48
2020-06-09,-12,-3,10.0,-28.0,-36,12,48
2020-06-10,-9,0,26.0,-26.0,-34,12,48
2020-06-11,-10,-1,35.0,-26.0,-36,12,48
2020-06-12,-13,0,20.0,-25.0,-35,11,48
2020-06-13,-17,-1,23.0,-20.0,-11,4,48
2020-06-14,-14,-4,11.0,-25.0,-13,4,48
2020-06-15,-12,-4,13.0,-27.0,-35,11,48
2020-06-16,-11,-2,21.0,-26.0,-36,12,48
2020-06-17,-10,1,27.0,-25.0,-35,12,48
2020-06-18,-11,-1,35.0,-25.0,-37,12,48
2020-06-19,-14,0,17.0,-24.0,-37,10,48
2020-06-20,-17,2,12.0,-22.0,-13,5,48
2020-06-21,-19,-3,-7.0,-27.0,-13,4,48
2020-06-22,-18,-10,-4.0,-29.0,-39,13,48
2020-06-23,-15,-6,0.0,-28.0,-40,14,48
2020-06-24,-13,-3,12.0,-27.0,-37,13,48
2020-06-25,-15,-5,18.0,-28.0,-39,14,48
2020-06-26,-20,-5,-1.0,-28.0,-38,14,48
2020-06-27,-24,-6,3.0,-24.0,-15,7,48
2020-06-28,-23,-11,-11.0,-29.0,-14,7,48
2020-06-29,-17,-8,4.0,-28.0,-38,13,48
2020-06-30,-13,-4,9.0,-28.0,-40,13,48
2020-07-01,-11,1,14.0,-24.0,-39,13,48
2020-07-02,-10,3,22.0,-23.0,-42,13,48
2020-07-03,-15,7,13.0,-29.0,-56,17,48
2020-07-04,-36,-6,0.0,-35.0,-30,9,48
2020-07-05,-28,-17,-23.0,-32.0,-22,7,48
2020-07-06,-17,-8,-6.0,-29.0,-43,14,48
2020-07-07,-17,-6,3.0,-27.0,-42,15,48
2020-07-08,-16,-4,12.0,-27.0,-40,14,48
2020-07-09,-16,-5,19.0,-27.0,-41,14,48
2020-07-10,-20,-6,2.0,-29.0,-40,14,48
2020-07-11,-24,-6,-6.0,-25.0,-16,7,48
2020-07-12,-22,-10,-15.0,-30.0,-18,7,48
2020-07-13,-18,-8,-7.0,-30.0,-41,13,48
2020-07-14,-16,-6,4.0,-29.0,-42,14,48
2020-07-15,-15,-3,7.0,-28.0,-40,14,48
2020-07-16,-16,-5,15.0,-28.0,-41,14,48
2020-07-17,-20,-6,1.0,-28.0,-40,14,48
2020-07-18,-23,-7,1.0,-25.0,-16,7,48
2020-07-19,-21,-10,-8.0,-29.0,-19,6,48
2020-07-20,-18,-10,-3.0,-29.0,-41,13,48
2020-03-23,-34,-10,-29.0,-49.0,-40,19,51
2020-03-24,-31,-7,29.0,-43.0,-42,17,51
2020-03-25,-39,-17,-28.0,-49.0,-46,21,51
2020-03-26,-35,-9,34.0,-46.0,-45,19,51
2020-03-27,-37,-13,41.0,-49.0,-44,20,51
2020-03-28,-42,-14,24.0,-44.0,-31,12,51
2020-03-29,-39,-16,46.0,-50.0,-36,11,51
2020-03-30,-32,-8,21.0,-49.0,-44,18,51
2020-03-31,-40,-17,-15.0,-51.0,-48,21,51
2020-04-01,-38,-12,-11.0,-50.0,-49,21,51
2020-04-02,-38,-12,9.0,-52.0,-49,21,51
2020-04-03,-38,-12,13.0,-52.0,-48,22,51
2020-04-04,-45,-14,4.0,-51.0,-34,14,51
2020-04-05,-44,-18,21.0,-56.0,-39,12,51
2020-04-06,-38,-15,18.0,-54.0,-48,20,51
2020-04-07,-37,-12,29.0,-50.0,-50,20,51
2020-04-08,-38,-13,24.0,-49.0,-52,21,51
2020-04-09,-38,-12,15.0,-53.0,-51,21,51
2020-04-10,-39,-14,-7.0,-56.0,-54,24,51
2020-04-11,-40,-9,17.0,-49.0,-36,13,51
2020-04-12,-59,-29,-8.0,-59.0,-44,12,51
2020-04-13,-44,-24,-14.0,-58.0,-52,23,51
2020-04-14,-36,-14,24.0,-49.0,-49,20,51
2020-04-15,-33,-12,1.0,-49.0,-50,21,51
2020-04-16,-34,-12,14.0,-50.0,-49,20,51
2020-04-17,-36,-15,19.0,-51.0,-48,21,51
2020-04-18,-43,-14,-13.0,-48.0,-33,14,51
2020-04-19,-40,-15,22.0,-53.0,-36,11,51
2020-04-20,-38,-19,-11.0,-54.0,-48,21,51
2020-04-21,-34,-12,25.0,-48.0,-49,20,51
2020-04-22,-32,-11,32.0,-45.0,-49,19,51
2020-04-23,-38,-16,-17.0,-51.0,-49,22,51
2020-04-24,-38,-17,1.0,-52.0,-49,22,51
2020-04-25,-41,-13,6.0,-44.0,-32,12,51
2020-04-26,-41,-15,-8.0,-52.0,-37,11,51
2020-04-27,-33,-14,0.0,-51.0,-46,19,51
2020-04-28,-32,-11,23.0,-46.0,-48,14,51
2020-04-29,-29,-8,40.0,-43.0,-49,18,51
2020-04-30,-38,-18,-30.0,-52.0,-50,22,51
2020-05-01,-30,-8,13.0,-45.0,-47,20,51
2020-05-02,-33,-3,68.0,-32.0,-29,9,51
2020-05-03,-34,-8,39.0,-45.0,-33,9,51
2020-05-04,-26,-7,39.0,-45.0,-45,17,51
2020-05-05,-28,-6,5.0,-45.0,-47,19,51
2020-05-06,-30,-8,3.0,-45.0,-48,19,51
2020-05-07,-28,-4,44.0,-42.0,-47,18,51
2020-05-08,-32,-7,3.0,-45.0,-46,20,51
2020-05-09,-32,4,8.0,-36.0,-28,10,51
2020-05-10,-29,-2,44.0,-41.0,-30,7,51
2020-05-11,-31,-11,13.0,-46.0,-44,18,51
2020-05-12,-28,-5,42.0,-41.0,-45,17,51
2020-05-13,-27,-5,48.0,-40.0,-46,18,51
2020-05-14,-29,-6,40.0,-42.0,-46,18,51
2020-05-15,-28,-5,68.0,-41.0,-45,17,51
2020-05-16,-31,-3,74.0,-31.0,-25,8,51
2020-05-17,-30,-9,48.0,-40.0,-27,8,51
2020-05-18,-30,-12,-7.0,-47.0,-43,18,51
2020-05-19,-26,-7,8.0,-43.0,-44,18,51
2020-05-20,-27,-6,6.0,-41.0,-45,18,51
2020-05-21,-27,-6,14.0,-41.0,-45,18,51
2020-05-22,-26,-4,37.0,-39.0,-45,18,51
2020-05-23,-29,0,89.0,-27.0,-22,7,51
2020-05-24,-29,-7,62.0,-40.0,-27,7,51
2020-05-25,-28,-8,103.0,-48.0,-73,22,51
2020-05-26,-23,-4,64.0,-39.0,-43,15,51
2020-05-27,-23,-4,44.0,-36.0,-43,16,51
2020-05-28,-24,-4,23.0,-40.0,-42,17,51
2020-05-29,-25,-6,40.0,-38.0,-41,17,51
2020-05-30,-27,-2,78.0,-26.0,-13,7,51
2020-05-31,-23,-4,96.0,-30.0,-17,5,51
2020-06-01,-17,-1,58.0,-38.0,-39,14,51
2020-06-02,-18,0,76.0,-35.0,-40,14,51
2020-06-03,-17,3,63.0,-34.0,-41,14,51
2020-06-04,-20,1,48.0,-36.0,-41,15,51
2020-06-05,-22,-3,50.0,-35.0,-40,15,51
2020-06-06,-23,1,92.0,-20.0,-14,5,51
2020-06-07,-19,-1,116.0,-26.0,-17,4,51
2020-06-08,-16,-3,70.0,-35.0,-38,13,51
2020-06-09,-15,1,85.0,-33.0,-39,13,51
2020-06-10,-15,0,60.0,-33.0,-40,14,51
2020-06-11,-17,-1,50.0,-35.0,-40,14,51
2020-06-12,-17,0,94.0,-30.0,-39,13,51
2020-06-13,-19,3,141.0,-14.0,-11,4,51
2020-06-14,-17,-2,109.0,-23.0,-15,4,51
2020-06-15,-17,-5,37.0,-36.0,-38,14,51
2020-06-16,-16,-3,49.0,-35.0,-40,14,51
2020-06-17,-17,-3,25.0,-34.0,-41,15,51
2020-06-18,-14,1,69.0,-32.0,-40,13,51
2020-06-19,-17,-2,72.0,-30.0,-41,12,51
2020-06-20,-20,4,70.0,-18.0,-12,5,51
2020-06-21,-16,1,104.0,-22.0,-14,3,51
2020-06-22,-19,-7,47.0,-34.0,-40,13,51
2020-06-23,-11,3,104.0,-29.0,-40,12,51
2020-06-24,-11,2,99.0,-27.0,-40,12,51
2020-06-25,-14,0,77.0,-29.0,-40,13,51
2020-06-26,-15,0,111.0,-26.0,-38,11,51
2020-06-27,-19,2,129.0,-10.0,-12,3,51
2020-06-28,-17,-3,91.0,-20.0,-13,4,51
2020-06-29,-12,-1,81.0,-31.0,-37,12,51
2020-06-30,-8,3,102.0,-28.0,-39,11,51
2020-07-01,-7,5,76.0,-25.0,-40,12,51
2020-07-02,-2,12,112.0,-23.0,-41,10,51
2020-07-03,-8,11,151.0,-28.0,-59,15,51
2020-07-04,-33,0,139.0,-27.0,-27,4,51
2020-07-05,-20,-7,91.0,-20.0,-19,3,51
2020-07-06,-11,-1,75.0,-29.0,-42,12,51
2020-07-07,-11,3,102.0,-28.0,-41,12,51
2020-07-08,-10,3,89.0,-28.0,-40,12,51
2020-07-09,-11,1,85.0,-30.0,-40,12,51
2020-07-10,-15,-2,89.0,-29.0,-39,12,51
2020-07-11,-17,3,118.0,-15.0,-12,3,51
2020-07-12,-15,-2,104.0,-22.0,-15,4,51
2020-07-13,-12,-2,75.0,-32.0,-39,12,51
2020-07-14,-10,2,111.0,-31.0,-40,12,51
2020-07-15,-8,2,94.0,-30.0,-40,12,51
2020-07-16,-11,1,91.0,-30.0,-40,12,51
2020-07-17,-14,-1,85.0,-29.0,-39,12,51
2020-07-18,-17,3,116.0,-16.0,-13,4,51
2020-07-19,-16,-2,87.0,-24.0,-17,4,51
2020-07-20,-14,-3,53.0,-35.0,-40,12,51
